customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,Age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
2850,Andie,Shorto,Female,74,1972-10-13,48.688746775114154,mid-age adult,Director of Sales,,Mass Customer,N,Yes,5
2851,Ulberto,Haking,Male,36,1975-12-17,45.510664583016236,mid-age adult,Programmer IV,Entertainment,Affluent Customer,N,Yes,16
2852,Clarinda,Noen,Female,20,1971-07-22,49.91888376109843,mid-age adult,Biostatistician I,Property,High Net Worth,N,Yes,14
2853,Clarence,Flook,Male,65,1985-10-21,35.65860978849569,adult,Executive Secretary,Retail,High Net Worth,N,Yes,7
2855,Kim,Tineman,Female,81,1975-09-13,45.770938555618976,mid-age adult,Nurse Practicioner,Manufacturing,Mass Customer,N,Yes,17
2856,Milissent,Deinert,Female,53,1976-09-25,44.73532211726281,mid-age adult,Marketing Manager,Financial Services,Mass Customer,N,Yes,13
2857,Alanna,Geram,Female,9,1957-04-05,64.22299335013953,senior cetizen,Biostatistician I,Manufacturing,Mass Customer,N,Yes,17
2858,Benedicto,Radki,Male,4,2002-01-09,19.428472802511415,youth,Recruiting Manager,,Mass Customer,N,Yes,1
2859,Brandais,Goodlad,Female,98,1994-02-04,27.362719377536788,adult,Assistant Professor,Argiculture,High Net Worth,N,No,5
2860,Charity,Robken,Female,13,1995-10-02,25.705185130961443,adult,Physical Therapy Assistant,,Mass Customer,N,No,1
2861,Cecelia,Franzini,Female,4,1974-12-24,46.49148650082446,mid-age adult,VP Quality Control,Financial Services,Mass Customer,N,Yes,4
2862,Normand,Pattillo,Male,46,1987-12-23,33.48600704908676,adult,Cost Accountant,Financial Services,Mass Customer,N,No,10
2863,Alisander,Fetherstone,Male,90,1965-03-26,56.244911158358704,mid-age adult,Internal Auditor,Manufacturing,Mass Customer,N,No,16
2864,Mariejeanne,Laise,Female,36,1974-12-26,46.486007048769665,mid-age adult,Analog Circuit Design manager,IT,Mass Customer,N,No,21
2865,Lila,Eyeington,Female,11,1997-12-14,23.502445404934047,youth,Electrical Engineer,Manufacturing,High Net Worth,N,No,3
2867,Lem,Meegan,Male,53,1955-10-19,65.68600704908675,senior cetizen,Sales Associate,,High Net Worth,N,No,12
2868,Corina,Thurlbeck,Female,20,1972-05-21,49.086007048769666,mid-age adult,Technical Writer,Retail,High Net Worth,N,No,10
2871,Hubie,Keld,Male,49,1978-03-20,43.25313033675799,mid-age adult,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,15
2872,Tabbi,Tyght,Female,52,1974-02-17,47.340801569317605,mid-age adult,Assistant Professor,Health,Affluent Customer,N,Yes,17
2873,Elvina,Saiger,Female,59,1981-06-25,39.984637185755965,mid-age adult,Cost Accountant,Financial Services,Mass Customer,N,No,13
2874,Delores,Ashcroft,Female,97,1977-12-28,43.477787871004566,mid-age adult,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18
2875,Keven,Leahair,Male,71,1998-10-23,22.644911158675797,youth,Financial Analyst,Financial Services,High Net Worth,N,No,2
2876,Swen,McGarahan,Male,68,1981-01-29,40.38737691178336,mid-age adult,General Manager,Retail,High Net Worth,N,No,10
2877,Vaughan,Frank,Male,59,1967-11-01,53.64217143233131,mid-age adult,Senior Sales Associate,Property,Affluent Customer,N,Yes,18
2878,Sauveur,Skeel,Male,73,1985-10-31,35.63121252853881,adult,Analog Circuit Design manager,Property,Mass Customer,N,Yes,9
2879,Tatum,Askem,Female,62,1974-04-09,47.20107554223744,mid-age adult,Executive Secretary,Argiculture,Mass Customer,N,Yes,5
2880,Ingra,Kelby,Male,43,1967-11-15,53.603815267947745,mid-age adult,Legal Assistant,Health,Mass Customer,N,No,7
2881,Ezra,Steffan,Male,71,1962-09-27,58.74080156931761,mid-age adult,Associate Professor,Health,Affluent Customer,N,Yes,11
2882,Claudia,Doog,Female,62,1986-04-26,35.1462810216895,adult,Chief Design Engineer,Manufacturing,Mass Customer,N,No,9
2883,Ulick,Bruty,Male,84,1995-05-19,26.077787871004563,adult,Paralegal,Financial Services,Mass Customer,N,Yes,2
2884,Karola,Conneely,Female,99,1962-01-06,59.464089240550486,senior cetizen,Assistant Professor,,Mass Customer,N,No,15
2885,Minnie,Rolley,Female,70,1969-07-03,51.97093855561898,mid-age adult,Compensation Analyst,Financial Services,Mass Customer,N,Yes,4
2886,Lulu,Watkiss,Female,39,1961-08-08,59.877787871004564,senior cetizen,Nurse Practicioner,,Mass Customer,N,No,14
2887,Gardiner,Spehr,Male,42,1974-02-24,47.32162348744292,mid-age adult,Speech Pathologist,Financial Services,High Net Worth,N,Yes,18
2888,Hamel,Crosser,Male,37,1962-05-23,59.08874677479706,senior cetizen,Project Manager,IT,High Net Worth,N,Yes,16
2889,Ximenes,Patmore,Male,55,1986-04-01,35.21477417205733,adult,Assistant Professor,,Mass Customer,N,Yes,8
2890,Nevile,Ecclesall,Male,64,1959-05-17,62.10792485730593,senior cetizen,Speech Pathologist,,Affluent Customer,N,Yes,20
2891,Renae,Ughetti,Female,5,1987-02-22,34.31888376141552,adult,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,12
2892,Paulie,Wolffers,Male,59,1965-05-09,56.124363213153224,mid-age adult,Junior Executive,Manufacturing,Affluent Customer,N,Yes,7
2893,Erik,Pothecary,Male,84,1980-09-23,40.73806184329021,mid-age adult,Analog Circuit Design manager,,Mass Customer,N,No,11
2894,Gilburt,,Male,91,1977-04-19,44.17093855593607,mid-age adult,Geologist III,Financial Services,Mass Customer,N,Yes,22
2895,Lind,Mc Ilory,Female,85,1967-03-15,54.27504814497717,mid-age adult,Librarian,Entertainment,Mass Customer,N,Yes,5
2896,Chryste,Deaville,Female,5,1970-03-25,51.244911158358704,mid-age adult,Financial Advisor,Financial Services,Mass Customer,N,Yes,12
2897,Kimbra,Gerraty,Female,94,1962-04-14,59.19559608986555,senior cetizen,Assistant Professor,Manufacturing,Affluent Customer,N,No,5
2898,Tiertza,Hilldrop,Female,81,1965-06-05,56.05039061073059,mid-age adult,VP Sales,,Affluent Customer,N,Yes,5
2899,Leora,Sanderson,Female,13,1990-03-21,31.242171432648398,adult,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,4
2900,Cyrille,Figliovanni,Male,29,1986-05-30,35.05313033675799,adult,Occupational Therapist,Health,Mass Customer,N,Yes,18
2902,Stacia,Gritsaev,Female,57,1974-12-31,46.47230841894977,mid-age adult,Human Resources Manager,Financial Services,Mass Customer,N,Yes,7
2903,Avery,Adamov,Male,47,1977-09-20,43.74902074771689,mid-age adult,Operator,Manufacturing,Affluent Customer,N,Yes,9
2904,Freddi,Arrington,Female,26,1977-06-30,43.973678281963466,mid-age adult,Software Test Engineer III,Manufacturing,High Net Worth,N,Yes,11
2905,Emily,Shackel,Female,34,1964-05-18,57.09970567890665,mid-age adult,Account Representative I,,Mass Customer,N,No,14
2906,Ivory,MacKnocker,Female,93,1992-07-02,28.957239925799083,adult,GIS Technical Architect,Retail,Mass Customer,N,Yes,4
2907,Erik,,Male,89,1977-01-15,44.428472802511415,mid-age adult,Senior Financial Analyst,Financial Services,High Net Worth,N,No,8
2908,Tiffy,Feenan,Female,42,1955-09-21,65.76271937785388,senior cetizen,Social Worker,Health,Affluent Customer,N,Yes,11
2909,Jayme,Rowthorn,Female,31,1979-09-05,41.79011663781076,mid-age adult,Associate Professor,Entertainment,High Net Worth,N,No,6
2910,Drucill,Petrus,Female,15,1962-12-17,58.51888376141552,mid-age adult,Registered Nurse,Health,Mass Customer,N,Yes,12
2911,Janenna,Knowlman,Female,55,1968-04-26,53.15723992579908,mid-age adult,Assistant Media Planner,Entertainment,Mass Customer,N,No,11
2913,Padraic,Bonnar,Male,44,1955-07-11,65.95997965150939,senior cetizen,VP Quality Control,IT,Affluent Customer,N,Yes,14
2914,Jessamine,Brazear,Female,76,1982-11-06,38.617513898401825,adult,Health Coach IV,Health,Affluent Customer,N,Yes,11
2915,Enrichetta,Broadberry,Female,32,1975-06-02,46.05313033675799,mid-age adult,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,No,17
2916,Lauren,Adolfson,Male,23,1969-08-03,51.88600704908676,mid-age adult,Product Engineer,Manufacturing,Affluent Customer,N,Yes,9
2919,Rustin,,Male,47,1964-10-31,56.6449111586758,mid-age adult,Safety Technician I,Financial Services,High Net Worth,N,Yes,8
2922,Wallache,Tatlow,Male,34,1981-12-10,39.524363213470316,mid-age adult,Sales Associate,Manufacturing,Affluent Customer,N,Yes,10
2923,Julie,Kennagh,Female,46,1971-11-30,49.55997965182648,mid-age adult,Teacher,,Affluent Customer,N,Yes,4
2924,Fina,McLaughlin,Female,79,1988-01-26,33.39285636415525,adult,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,6
2925,Henderson,Sloey,Male,36,1978-05-02,43.13532211726282,mid-age adult,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,19
2926,Jonie,Bickerstasse,Female,27,1963-03-20,58.26408924086758,mid-age adult,Research Nurse,Health,High Net Worth,N,No,12
2927,Yard,Spellman,Male,49,1960-09-08,60.79285636415525,senior cetizen,VP Sales,Manufacturing,Affluent Customer,N,Yes,14
2928,Cedric,Layzell,Male,92,1992-12-27,28.469568692922373,adult,Office Assistant I,,Mass Customer,N,No,5
2929,Winny,Cakes,Male,97,1999-07-28,21.883267322742267,youth,Nurse,Retail,Mass Customer,N,No,2
2930,Goddard,Benthall,Male,46,1997-07-25,23.89148650114155,youth,Assistant Media Planner,Entertainment,Mass Customer,N,No,3
2931,Efren,Twiddell,Male,61,1979-01-27,42.39559609018264,mid-age adult,Executive Secretary,IT,Mass Customer,N,Yes,6
2932,Bradly,Deboick,Male,4,1985-04-18,36.168198829908675,adult,Account Representative I,IT,Mass Customer,N,No,17
2933,Ralf,Presidey,Male,61,1986-04-19,35.16545910356418,adult,Administrative Officer,Retail,Affluent Customer,N,Yes,6
2934,Candida,Hickenbottom,Female,26,1986-04-08,35.19559609018265,adult,Media Manager III,Telecommunications,Mass Customer,N,Yes,9
2936,Pavia,Gethen,Female,23,1984-05-20,37.08052759703196,adult,Project Manager,Financial Services,Mass Customer,N,Yes,11
2937,Belia,Mitchener,Female,47,1974-07-29,46.89696595287925,mid-age adult,Computer Systems Analyst I,Financial Services,Mass Customer,N,No,15
2938,Richardo,Cocher,Male,79,2000-02-21,21.313404309360727,youth,Assistant Manager,Argiculture,Affluent Customer,N,No,2
2939,Austina,Dugan,Female,38,1986-08-10,34.855870062785385,adult,GIS Technical Architect,,Mass Customer,N,Yes,17
2940,Wilek,Adolf,Male,83,1970-11-12,50.60929472031963,mid-age adult,Business Systems Development Analyst,,Affluent Customer,N,Yes,14
2942,Garner,Arnolds,Male,10,1970-07-15,50.9380618436073,mid-age adult,Software Engineer III,,High Net Worth,N,No,10
2943,Caesar,,Male,65,1979-01-10,42.4421714326484,mid-age adult,VP Sales,,High Net Worth,N,No,17
2944,Kimball,Scutter,Male,45,1977-06-05,44.0421714326484,mid-age adult,Environmental Specialist,Manufacturing,Affluent Customer,N,No,7
2945,Arlan,,Male,79,1972-05-26,49.07230841863268,mid-age adult,Safety Technician IV,,Mass Customer,N,No,18
2948,Yank,Scarlett,Male,23,1997-01-17,24.409294720319632,adult,Internal Auditor,Manufacturing,Mass Customer,N,Yes,2
2950,Kristos,Anthony,Male,19,1955-01-11,66.45587006278538,senior cetizen,Software Engineer I,Financial Services,Mass Customer,N,Yes,10
2951,Duffy,Godbehere,Male,13,1977-09-25,43.735322117579905,mid-age adult,Community Outreach Specialist,Financial Services,High Net Worth,N,No,12
2952,Cristy,McQuirter,Female,28,1975-04-25,46.15723992579908,mid-age adult,Senior Developer,Manufacturing,High Net Worth,N,Yes,16
2953,Hector,Carwithan,Male,45,1972-10-26,48.653130336440896,mid-age adult,Recruiting Manager,Health,High Net Worth,N,Yes,8
2954,Albertine,Fibbitts,Female,23,1974-03-24,47.2449111586758,mid-age adult,Pharmacist,Health,Mass Customer,N,No,16
2955,Stuart,Dutnell,Male,74,1990-03-19,31.247650884703194,adult,Community Outreach Specialist,Financial Services,High Net Worth,N,No,13
2956,Thedric,Bolding,Male,17,1959-12-16,61.524363213470316,senior cetizen,Quality Control Specialist,Telecommunications,Mass Customer,N,Yes,19
2957,Hurlee,Helleckas,Male,66,1969-11-21,51.584637185755966,mid-age adult,Social Worker,Health,Affluent Customer,N,No,11
2958,Regan,Botly,Male,10,1975-11-23,45.57641800799087,mid-age adult,Health Coach II,Manufacturing,Affluent Customer,N,Yes,14
2959,Max,Gonthier,Female,1,1953-11-23,67.59011663812785,senior cetizen,Registered Nurse,Health,Mass Customer,N,Yes,11
2960,Hollie,MacEllen,Female,6,1976-07-16,44.929842665525115,mid-age adult,Design Engineer,Property,Mass Customer,N,Yes,16
2961,Merv,Barradell,Male,56,1975-03-22,46.2503906104135,mid-age adult,Assistant Manager,Health,Mass Customer,N,Yes,12
2962,Shari,MacCallester,Female,26,1971-07-12,49.946281021689494,mid-age adult,Information Systems Manager,Property,Mass Customer,N,No,15
2964,Geneva,McCrystal,Female,36,1974-01-07,47.45313033675799,mid-age adult,Product Engineer,Telecommunications,Mass Customer,N,Yes,14
2966,Fredi,Aldhous,Female,81,1969-05-22,52.08600704908675,mid-age adult,Dental Hygienist,Health,Mass Customer,N,Yes,5
2967,Dud,Coom,Male,60,1979-09-14,41.76545910388128,mid-age adult,Social Worker,Health,Affluent Customer,N,Yes,20
2968,Lek,Viel,Male,38,1977-11-25,43.568198829908674,mid-age adult,Human Resources Assistant III,Retail,High Net Worth,N,No,16
2969,Pascale,Cuxson,Male,12,1974-11-05,46.625733076166924,mid-age adult,Database Administrator IV,,Mass Customer,N,Yes,6
2970,Cassi,Noades,Female,64,1992-12-08,28.52162348744292,adult,Software Consultant,Financial Services,Mass Customer,N,No,5
2971,Esther,Caught,Female,5,1968-01-16,53.43395225456621,mid-age adult,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,8
2973,Torr,Mintram,Male,34,1972-05-12,49.11066458301624,mid-age adult,Senior Developer,Health,High Net Worth,N,No,5
2974,Hyacinthia,Settle,Female,1,1975-09-28,45.72984266552511,mid-age adult,Engineer IV,Financial Services,High Net Worth,N,No,15
2975,Deva,Carnow,Female,67,1981-03-09,40.28052759703196,mid-age adult,Senior Cost Accountant,Financial Services,Mass Customer,N,No,14
2976,Lindsay,Beausang,Male,16,1964-08-07,56.877787871004564,mid-age adult,Tax Accountant,Health,Mass Customer,N,Yes,8
2977,Ottilie,Filkov,Female,28,1977-10-16,43.677787870687474,mid-age adult,Community Outreach Specialist,,Affluent Customer,N,No,18
2978,Erasmus,Winckworth,Male,96,1974-05-07,47.12436321347032,mid-age adult,Programmer IV,Manufacturing,Affluent Customer,N,No,10
2979,Louella,Mandifield,Female,39,1976-07-25,44.905185131278536,mid-age adult,Tax Accountant,Retail,Mass Customer,N,No,18
2980,Di,Plaid,Female,27,1979-12-22,41.494226227168944,mid-age adult,Chemical Engineer,Manufacturing,Mass Customer,N,No,4
2981,Benny,Jadczak,Male,26,1980-03-30,41.222993350139525,mid-age adult,Sales Representative,Retail,High Net Worth,N,Yes,21
2982,Celisse,McCloughen,Female,30,1982-08-08,38.86408924086758,adult,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11
2983,Hilario,Magrane,Male,2,1985-01-26,36.39285636415525,adult,Human Resources Manager,Retail,Mass Customer,N,Yes,17
2984,Frances,Mishaw,Female,48,1959-05-23,62.09148650114155,senior cetizen,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,Yes,13
2985,Kerby,Nesfield,Male,69,1986-10-14,34.677787870687474,adult,Sales Representative,Retail,Affluent Customer,N,Yes,14
2987,Riane,Schultes,Female,51,1984-11-21,36.57367828196347,adult,Media Manager II,,High Net Worth,N,Yes,4
2988,Darrelle,Michie,Female,20,1998-02-02,23.365459103881275,youth,Administrative Officer,,Mass Customer,N,Yes,1
2989,Mort,,Male,37,2000-10-25,20.636691980276513,youth,Dental Hygienist,Health,High Net Worth,N,Yes,2
2990,Brice,Martinuzzi,Male,65,1978-03-16,43.26408924086758,mid-age adult,GIS Technical Architect,Argiculture,High Net Worth,N,No,8
2991,Fred,Catanheira,Female,48,1964-06-27,56.99011663812785,mid-age adult,Desktop Support Technician,Financial Services,Mass Customer,N,No,11
2992,Crystal,Assur,Female,26,1974-05-31,47.05860978881278,mid-age adult,Clinical Specialist,Health,Mass Customer,N,Yes,10
2993,Blinnie,Hazelden,Female,85,1995-03-07,26.277787870687472,adult,Graphic Designer,Financial Services,Affluent Customer,N,No,4
2994,Karlen,Iacovacci,Female,26,1976-08-30,44.806554994292235,mid-age adult,Accountant II,Manufacturing,Mass Customer,N,Yes,18
2996,Jerrylee,Shinfield,Female,67,1967-05-05,54.1353221175799,mid-age adult,Cost Accountant,Financial Services,Mass Customer,N,No,14
2997,Jo-ann,Carlile,Female,57,1973-05-17,48.09696595287925,mid-age adult,Computer Systems Analyst II,Health,Affluent Customer,N,No,10
2998,Quintana,Housley,Female,34,2000-12-19,20.486007049086755,youth,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,2
3000,Tann,McCard,Male,28,1974-05-15,47.10244540525114,mid-age adult,Compensation Analyst,Financial Services,Affluent Customer,N,No,22
3001,Gal,Waleran,Male,48,1977-07-22,43.913404309043635,mid-age adult,Engineer IV,Argiculture,Mass Customer,N,No,20
3002,Tracey,Verdun,Male,62,1956-12-06,64.5517604737443,senior cetizen,Paralegal,Financial Services,Mass Customer,N,Yes,16
3003,Brita,Tupie,Female,72,1963-05-02,58.1462810216895,mid-age adult,Web Developer I,Retail,Mass Customer,N,Yes,4
3004,Waylon,Hammant,Male,82,1955-02-20,66.34628102168949,senior cetizen,Research Assistant II,Health,Mass Customer,N,Yes,16
3005,Rafaellle,Tantrum,Male,36,1969-01-05,52.461349514523086,mid-age adult,Human Resources Manager,Property,Affluent Customer,N,Yes,8
3007,Tudor,Pepper,Male,38,1973-05-22,48.08326732305936,mid-age adult,Environmental Tech,Manufacturing,Mass Customer,N,No,16
3011,Robena,Barks,Female,84,1994-05-11,27.099705679223742,adult,Staff Scientist,Financial Services,High Net Worth,N,No,3
3013,Lorain,Eddisforth,Female,94,1968-07-28,52.90244540493405,mid-age adult,Office Assistant III,Property,High Net Worth,N,No,6
3014,Terrijo,Merlin,Female,59,2001-03-30,20.209294720319633,youth,Software Engineer II,,High Net Worth,N,No,1
3015,Queenie,Flips,Female,25,2000-09-02,20.78189746004566,youth,Assistant Manager,Retail,Affluent Customer,N,No,1
3016,Forster,Bumford,Male,25,1985-08-11,35.853130336757985,adult,Analog Circuit Design manager,Financial Services,High Net Worth,N,No,11
3017,Jason,De Lorenzo,Male,88,1955-10-05,65.72436321315323,senior cetizen,Operator,Financial Services,Affluent Customer,N,No,7
3018,Ainsley,Nissle,Female,16,1971-08-24,49.82847280251141,mid-age adult,Recruiter,,High Net Worth,N,Yes,15
3019,Alonso,Ceyssen,Male,98,1986-02-02,35.37367828196347,adult,Community Outreach Specialist,Manufacturing,Affluent Customer,N,Yes,14
3020,Witty,McArthur,Male,13,1965-12-24,55.496965953196344,mid-age adult,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,10
3023,Rikki,Bernet,Female,37,1994-12-09,26.518883761415523,adult,Accountant I,IT,High Net Worth,N,Yes,7
3025,Osgood,Stolting,Male,27,1977-04-23,44.15997965150939,mid-age adult,Compensation Analyst,Financial Services,Mass Customer,N,Yes,9
3026,Minda,Pendrid,Female,11,1988-11-21,32.570938555936074,adult,Account Representative III,Property,Mass Customer,N,Yes,5
3027,Augy,Rudall,Male,83,1977-10-30,43.639431706621004,mid-age adult,Research Nurse,Health,Mass Customer,N,Yes,5
3028,Leandra,Schubert,Female,67,1956-07-07,64.96819882990867,senior cetizen,General Manager,Manufacturing,High Net Worth,N,No,20
3029,Timmie,Gori,Male,85,1978-07-17,42.927102939497715,mid-age adult,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13
3030,Flor,Agnew,Female,68,1998-05-21,23.06956869292237,youth,Technical Writer,Manufacturing,Affluent Customer,N,No,3
3031,Diego,Bertelmot,Male,95,1996-02-02,25.368198829908675,adult,Staff Scientist,Health,Mass Customer,N,Yes,5
3032,Renado,Wonfor,Male,53,1992-08-02,28.872308418949768,adult,Analog Circuit Design manager,Health,Affluent Customer,N,Yes,5
3033,Danielle,Kener,Female,60,1979-03-17,42.26134951484018,mid-age adult,Administrative Officer,Financial Services,High Net Worth,N,No,12
3034,Mara,Tofanini,Female,54,1956-09-09,64.79285636415526,senior cetizen,Web Designer IV,Manufacturing,Mass Customer,N,Yes,18
3035,Sigfrid,Caldecot,Male,98,1980-04-15,41.17915773401826,mid-age adult,Associate Professor,Health,High Net Worth,N,No,13
3036,Windy,Orehead,Female,24,1977-04-17,44.17641800799087,mid-age adult,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,11
3037,Leanora,Isles,Female,30,1971-10-27,49.65313033675799,mid-age adult,Legal Assistant,Financial Services,High Net Worth,N,Yes,18
3038,Hermione,,Female,45,1958-04-08,63.214774172374426,senior cetizen,Senior Developer,,High Net Worth,N,No,13
3040,Kameko,Kinrade,Female,87,1966-11-28,54.568198829908674,mid-age adult,General Manager,Retail,Mass Customer,N,No,5
3041,Sherrie,Kingaby,Female,20,1974-03-12,47.27778787100456,mid-age adult,Physical Therapy Assistant,Retail,Mass Customer,N,Yes,11
3042,Barris,Trayton,Male,76,1971-03-17,50.26682896689498,mid-age adult,Engineer II,Property,High Net Worth,N,Yes,15
3043,Kelcey,Argontt,Female,21,1981-08-03,39.877787871004564,mid-age adult,Legal Assistant,,Mass Customer,N,Yes,18
3044,Russell,Brittoner,Male,59,1990-04-11,31.184637186073058,adult,Occupational Therapist,Health,Affluent Customer,N,Yes,19
3045,Renato,Mungham,Male,52,1996-10-02,24.70244540525114,adult,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2
3046,Shela,Ridgers,Female,53,1964-06-07,57.044911158675795,mid-age adult,Programmer Analyst III,Manufacturing,Affluent Customer,N,No,18
3047,Eddy,Cossans,Male,20,1962-01-14,59.4421714326484,senior cetizen,Speech Pathologist,Retail,Mass Customer,N,Yes,19
3048,Kenon,Messruther,Male,38,1969-05-27,52.07230841894977,mid-age adult,Legal Assistant,Manufacturing,Mass Customer,N,No,16
3052,Lisetta,,Female,72,1976-09-08,44.78189746004566,mid-age adult,Teacher,,Mass Customer,N,No,18
3053,Susie,,Female,67,1984-09-12,36.76545910388128,adult,Account Coordinator,Retail,High Net Worth,N,No,17
3054,Marieann,Wickey,Female,94,1965-07-14,55.9435412956621,mid-age adult,Operator,Manufacturing,Affluent Customer,N,No,16
3055,Viki,Drache,Female,96,1999-08-23,21.81203444634703,youth,General Manager,,Mass Customer,N,Yes,2
3056,Catlin,Storm,Female,43,1968-05-27,53.07230841894977,mid-age adult,Health Coach II,Entertainment,Mass Customer,N,No,18
3057,Mel,Shoebottom,Female,96,1976-03-28,45.23121252853881,mid-age adult,Executive Secretary,,Mass Customer,N,No,9
3058,Hamnet,Kibblewhite,Male,67,1986-10-10,34.688746775114154,adult,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16
3059,Hercules,Klewi,Male,83,1958-06-09,63.044911158675795,senior cetizen,Accountant IV,,Mass Customer,N,No,17
3060,Milton,Gorini,Male,28,1982-09-14,38.76271937785388,adult,VP Accounting,Financial Services,Mass Customer,N,Yes,6
3061,Evie,Bendtsen,Female,51,1991-03-18,30.25039061073059,adult,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3
3062,Lesley,Ruskin,Male,78,1962-11-09,58.62299335045662,mid-age adult,Civil Engineer,Manufacturing,Mass Customer,N,No,13
3063,Andrea,Wildber,Male,74,1999-11-04,21.612034446347028,youth,VP Sales,Financial Services,Affluent Customer,N,No,2
3064,Zach,Billison,Male,96,1995-06-14,26.006554994292234,adult,Product Engineer,Financial Services,Affluent Customer,N,Yes,4
3065,Winna,Brusle,Female,88,1978-01-05,43.45587006278539,mid-age adult,Recruiter,Financial Services,High Net Worth,N,Yes,13
3066,Renell,Bellocht,Female,29,1995-01-14,26.420253624429222,adult,Paralegal,Financial Services,Affluent Customer,N,Yes,2
3067,Veronique,Wash,Female,8,1991-01-13,30.425733076484015,adult,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9
3068,Gill,Branney,Female,88,1990-12-07,30.527102939497716,adult,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1
3069,Phylis,Traves,Female,59,1988-08-12,32.84765088470319,adult,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,12
3070,Malissia,Minthorpe,Female,74,1998-07-27,22.886007049086757,youth,Account Executive,Health,Affluent Customer,N,Yes,1
3071,Shirlee,Murdoch,Female,59,1989-12-25,31.477787871004566,adult,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12
3072,Roma,Prettjohn,Male,87,1979-04-12,42.190116638127854,mid-age adult,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,10
3073,Hernando,Farnham,Male,16,1967-04-12,54.19833581621004,mid-age adult,Nurse,Telecommunications,Affluent Customer,N,No,17
3074,Tracie,Grishaev,Male,31,1969-02-18,52.3408015696347,mid-age adult,VP Quality Control,Health,Mass Customer,N,Yes,12
3076,Merna,Eyers,Female,9,1991-10-01,29.71066458333333,adult,Professor,Health,Mass Customer,N,Yes,4
3077,Emelen,Gillopp,Male,19,2000-08-11,20.8421714326484,youth,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2
3078,Mariel,Blacksell,Female,54,1982-08-16,38.8421714326484,adult,Safety Technician III,Retail,Mass Customer,N,No,7
3079,Yorker,McKevany,Male,34,1959-11-18,61.60107554223744,senior cetizen,Legal Assistant,Retail,Mass Customer,N,Yes,20
3080,Christoforo,Santus,Male,87,1958-10-06,62.718883761415526,senior cetizen,Graphic Designer,Financial Services,High Net Worth,N,No,10
3081,Dodi,Volker,Female,61,1971-07-25,49.91066458333333,mid-age adult,Mechanical Systems Engineer,,High Net Worth,N,Yes,9
3084,Birgit,Dowers,Female,57,1959-07-16,61.9435412956621,senior cetizen,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16
3085,Kaleb,Eslemont,Male,91,1978-01-21,43.41203444634703,mid-age adult,Accountant IV,,Affluent Customer,N,No,5
3087,Gerry,Scatcher,Male,64,1986-04-02,35.21203444634703,adult,Social Worker,Health,Mass Customer,N,No,9
3089,Wood,Nathan,Male,27,2000-02-24,21.305185131278538,youth,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2
3090,Zared,Pinchback,Male,81,1964-12-06,56.546281021689495,mid-age adult,Operator,Manufacturing,Mass Customer,N,No,8
3091,Guenevere,Treffry,Female,88,1995-08-13,25.8421714326484,adult,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3
3092,Hallie,Blackden,Female,8,1972-12-17,48.51066458333333,mid-age adult,Statistician IV,,Affluent Customer,N,No,9
3093,Harwilll,Crimes,Male,31,1992-04-01,29.209294720319633,adult,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6
3094,Izak,Andreutti,Male,51,1989-05-28,32.05587006278539,adult,Biostatistician II,,Mass Customer,N,Yes,17
3095,Joachim,,Male,14,1998-10-11,22.677787871004565,youth,Staff Accountant IV,Retail,High Net Worth,N,Yes,2
3096,Lulu,Cabane,Female,32,1973-06-28,47.98189746004566,mid-age adult,Associate Professor,Financial Services,Mass Customer,N,No,10
3097,Alessandro,Casley,Male,2,1978-05-09,43.116144035388125,mid-age adult,Actuary,Financial Services,Affluent Customer,N,Yes,19
3098,Tiff,Ovett,Female,77,1980-07-15,40.929842665525115,mid-age adult,Dental Hygienist,Health,Mass Customer,N,No,12
